"SpecimenID","ImageFileName","Lake","CollectionSite","CollectionDate","Collector","Method","MeasurerInitials","MorphometricAbbreviation","Value"
"2018-38-224-12","IMG_9617.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",14.98
"2018-38-224-12","IMG_9617.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",67.93
"2018-38-224-12","IMG_9617.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",42.66
"2018-38-224-12","IMG_9617.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",13.58
"2018-38-224-12","IMG_9617.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",40.98
"2018-38-224-12","IMG_9617.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",273
"2018-38-224-12","IMG_9617.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",330
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",78
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",34.57
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",39.28
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",59.69
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",19.2
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",14.51
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",69.44
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",39.07
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",14.58
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",35.67
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",280
"2018-38-224-14","IMG_9619.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",337
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","BDD",71.58
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","CPL",30.84
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","DOH",39.26
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","HLL",55.56
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","MXL",18.33
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","OOL",13.81
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PAD",70.05
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PCL",43.08
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","POL",13.42
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PVL",39.59
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","STL",273
"2018-38-208-5","IMG_9637.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","TTL",330
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",62.36
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",28.74
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",39.25
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",55.18
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",17.87
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",13.27
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",66.35
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",39.33
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",12.8
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",37.9
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",250
"2018-38-223-4","IMG_9645.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",305
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","BDD",71.65
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","CPL",27.52
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","DOH",37.89
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","HLL",53.42
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","MXL",18.07
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","OOL",13.24
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PAD",68.3
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PCL",39.98
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","POL",12.68
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PVL",39.34
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","STL",258
"2018-38-208-8","IMG_9646.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","TTL",320
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","BDD",67.83
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","CPL",35.51
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","DOH",41.57
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","HLL",55.41
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","MXL",18.15
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","OOL",13.12
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","PAD",66.25
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","PCL",42.45
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","POL",13.76
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","PVL",38.87
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","STL",263
"2018-38-213-38","IMG_9656.jpg","Lake Ontario","Charity","9/12/2018","OMNRF","specimenBased","BPO","TTL",323
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",66.06
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",29.03
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",36.21
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",55.78
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",18.46
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",13.9
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",71.18
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",39.9
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",14.11
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",36.89
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",257
"2018-38-221-12","IMG_9663.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",317
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",71.61
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",31.41
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",44.97
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",58.08
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",18.62
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",13.59
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",74.71
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",43.92
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",13.89
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",44.27
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",280
"2018-38-223-3","IMG_9669.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",342
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",72.36
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",32.81
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",40.03
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",58.19
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",19.83
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",13.81
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",64.63
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",43.42
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",14.1
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",41.14
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",263
"2018-38-223-5","IMG_9672.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",326
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","BDD",80.07
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","CPL",33.13
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","DOH",42.38
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","HLL",57.94
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","MXL",18.82
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","OOL",13.99
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PAD",75.5
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PCL",43.79
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","POL",14.21
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PVL",40.36
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","STL",285
"2018-38-208-4","IMG_9680.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","TTL",348
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",74.14
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",29.42
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",37.83
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",59.25
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",19.17
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",13.54
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",75.41
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",42.15
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",14.94
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",38.77
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",278
"2018-38-223-2","IMG_9686.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",340
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",72.38
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",33.51
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",40.84
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",59.83
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",19.38
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",14.84
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",75.18
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",43.89
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",14.05
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",40.55
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",293
"2018-38-221-10","IMG_9689.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",350
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",76.43
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",34.41
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",42.45
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",56.61
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",19.23
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",14.04
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",74.77
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",42.64
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",13.29
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",41.46
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",280
"2018-38-221-6","IMG_9698.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",338
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",71.3
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",32.32
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",42.36
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",55.66
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",18.45
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",14.48
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",74.66
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",40.11
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",13.68
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",38.88
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",279
"2018-38-221-11","IMG_9701.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",342
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",77.84
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",29.96
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",43.46
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",62.06
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",20.32
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",14.93
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",80.64
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",43.32
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",15.37
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",38.65
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",298
"2018-38-223-6","IMG_9710.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",360
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",68.66
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",30.33
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",41.03
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",58.55
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",19.46
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",13.18
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",77.5
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",42.42
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",15.64
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",38.79
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",273
"2018-38-221-7","IMG_9716.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",333
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","BDD",78.27
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","CPL",35.36
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","DOH",48.67
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","HLL",68.62
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","MXL",22.65
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","OOL",16.06
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PAD",85.51
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PCL",48.19
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","POL",16.37
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","PVL",45.33
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","STL",335
"2018-38-221-8","IMG_9725.jpg","Lake Ontario","Mexico Bay","9/14/2018","OMNRF","specimenBased","BPO","TTL",403
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","BDD",76.91
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","CPL",34.4
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","DOH",40.42
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","HLL",56.68
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","MXL",18.66
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","OOL",13.92
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PAD",71.11
"2018-38-208-3","IMG_9733.jpg","Lake Ontario","Eastern Basin","9/11/2018","OMNRF","specimenBased","BPO","PCL",42.73
